sample_name	abundance_gbr	abundance_world	algal_contact_types	anonymized_name	binary_algal_contact	binary_cca_contact	binary_disease	binary_macroalgal_contact	binary_tissue_loss	binary_turf_contact	biological_sample_notes	biologicalmatter	calcifies	cca_contact_percent	cca_overgrown	collected_by	collection_id	collection_time	collection_timestamp	coloniality	colony_height_m	colony_maximum_diameter	colony_maximum_diameter_2	colony_maximum_diameter_unit	colony_maximum_diameter_universal	colony_maximum_gcmp_recorded	colony_name	colony_width1	colony_width2	common_name	compartment_replicates	compartment_separation_notes	complex_robust	concatenated_date	contact_description	coral_color	coral_color_additional	coral_contact_types	corallite_type	corallite_width_maximum	corallite_width_maximum_unit	corallite_width_minimum	corallite_width_minimum_unit	country	cyanobacteria_contact	cyanobacteria_overgrown	cyanobacteria_percent	daily_replicate	date	depth	depth_lower	depth_lower_unit	depth_method	depth_upper	depth_upper_unit	description	disease_name	disease_percent	dna_extracted	dominant_cover_2m	eastern_most_range_edge	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	expedition_number	family	field_host_genus_id	field_host_name	field_host_species_id	full_location	full_taxonomy_string_with_clade	functional_group_sensu_darling	genus_fossil_age	genus_fossil_age_unit	geo_loc_name	geographic_area	growth_form_typical	growth_outline_type	hemisphere	host_clade_sensu_fukami	host_clade_sensu_fukami_numeric	host_common_name	host_genus	host_genus_id	host_name	host_scientific_name	host_species	host_species_id	host_subject_id	host_taxid	huang_roy_tree_name	invertebrate_contact_types	iucn_red_list_category	latitude	local_colony_name	local_sample_id	longitude	macroalgal_contact_types	mode_of_larval_development	n_algal_contacts	n_macroalgal_contacts	ncbi_inherited_blast_name	northern_most_range_edge	ocean	ocean_area	ocean_superregion	oocyte_size_at_maturity	oocyte_size_at_maturity_unit	orig_sample_name	outgroup	oxygen	oz_disease_mean	oz_disease_sd	par_method	parrotfish_bites	pcrtubeno	photosynthetically_active_radiation	physical_specimen_location	physical_specimen_remaining	political_area	prop_colony_maximum_diameter	prop_colony_maximum_diameter_universal	prop_colony_maximum_gcmp_recorded	propagule_size_on_release_max	propagule_size_on_release_max_unit	propagule_size_on_release_mean	propagule_size_on_release_mean_unit	qiita_study_id	range_size	range_size_unit	reef_name	reef_type	relevant_collaborators	salinity	sample_type	sample_type_gcmp	sampling_expedition	scientific_name	seagrass_contact	sediment_contact	sexual_system	shelf_location	site_name	skeletal_band_color	skeletal_density	skeletal_density_unit	southern_most_range_edge	species_age_phylogeny	species_age_phylogeny_unit	species_notes	substrate	substrate_attachment	surface_temperature	symbio_its2_sequenced	symbiodinium_sp__in_propagules	synonyms	taxon_id	taxonomy_string_to_clade	taxonomy_string_to_class	taxonomy_string_to_family	taxonomy_string_to_order	taxonomy_string_to_subclass	temperature	tissue_compartment	tissue_loss_percent	title	turf_contact_percent	turf_overgrown	visibility	visibility_method	water_clarity_preference	wave_exposure_preference	western_most_range_edge	zooxanthellate
10895.E4.17.Ech.lame.1.20150305.T	common	common	None	818	n	n	n	n	y	n	None	Coral Tissue	y	0	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150305	12:05	3/5/15 12:05	colonial	0.5	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150305	100	60	hedgehog coral	1	None	robust	20150305	None	C3	None	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	n	None	0	1	3/5/15	8	Not collected	Not collected	measured	Not collected	Not collected	Coral Tissue from Echinopora lamellosa sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Ech.lame.1.20150305.T of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	W	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150305.T	46694	FAV_Echinopora_lamellosa	Xenia_octocorals_and_stylaster	LC	22.25836	B1	B1_tissue	38.95542	None	spawner	0	0	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	818	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	818	Not collected	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Tissue	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	rock	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	25	T	5	GCMP	0	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Ech.lame.1.20150310.M	common	common	cyanobacteria	876	y	n	n	n	y	n	None	Coral Mucus	y	0	None	Ryan McMinds, Jesse Zaneveld	Mar Mar_20150310	9:17	3/10/15 9:17	colonial	2	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150310	17	16	hedgehog coral	1	None	robust	20150310	None	D6	Yellow	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	y	None	Not collected	1	3/10/15	8.84	Not collected	Not collected	measured	Not collected	Not collected	Coral Mucus from Echinopora lamellosa sampled from Farasan Banks, Saudi Arabia as sample E4.17.Ech.lame.1.20150310.M of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;SW;Farasan Banks;Mar Mar	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	SW	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150310	46694	FAV_Echinopora_lamellosa	Xenia_octocorals_and_sponge	LC	19.87444	B5	B5_mucus	40.08	None	spawner	1	0	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	876	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	876	Not collected	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Mar Mar	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Mucus	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	offshore	Farasan Banks	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	rock	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	27.2	M	1	GCMP	0	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Ech.lame.1.20150310.S	common	common	cyanobacteria	875	y	n	n	n	y	n	None	Coral Skeleton	y	0	None	Ryan McMinds, Jesse Zaneveld	Mar Mar_20150310	9:17	3/10/15 9:17	colonial	2	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150310	17	16	hedgehog coral	1	None	robust	20150310	None	D6	Yellow	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	y	None	Not collected	1	3/10/15	8.84	Not collected	Not collected	measured	Not collected	Not collected	Coral Skeleton from Echinopora lamellosa sampled from Farasan Banks, Saudi Arabia as sample E4.17.Ech.lame.1.20150310.S of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;SW;Farasan Banks;Mar Mar	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	SW	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150310.S	46694	FAV_Echinopora_lamellosa	Xenia_octocorals_and_sponge	LC	19.87444	B5	B5_skeleton	40.08	None	spawner	1	0	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	875	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	875	Not collected	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Mar Mar	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Skeleton	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	offshore	Farasan Banks	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	rock	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	27.2	S	1	GCMP	0	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Ech.lame.1.20150310.T	common	common	cyanobacteria	874	y	n	n	n	y	n	None	Coral Tissue	y	0	None	Ryan McMinds, Jesse Zaneveld	Mar Mar_20150310	9:17	3/10/15 9:17	colonial	2	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150310	17	16	hedgehog coral	1	None	robust	20150310	None	D6	Yellow	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	y	None	Not collected	1	3/10/15	8.84	Not collected	Not collected	measured	Not collected	Not collected	Coral Tissue from Echinopora lamellosa sampled from Farasan Banks, Saudi Arabia as sample E4.17.Ech.lame.1.20150310.T of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;SW;Farasan Banks;Mar Mar	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	SW	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150310.T	46694	FAV_Echinopora_lamellosa	Xenia_octocorals_and_sponge	LC	19.87444	B5	B5_tissue	40.08	None	spawner	1	0	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	874	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	874	Not collected	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Mar Mar	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Tissue	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	offshore	Farasan Banks	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	rock	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	27.2	T	1	GCMP	0	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Ech.lame.1.20150311.M	common	common	dictyota__turf__cyanobacteria	942	y	y	n	y	y	y	None	Coral Mucus	y	5	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150311	12:30	3/11/15 12:30	colonial	50	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150311	200	150	hedgehog coral	1	None	robust	20150311	None	D4	None	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	y	None	10	1	3/11/15	1.83	Not collected	Not collected	measured	Not collected	Not collected	Coral Mucus from Echinopora lamellosa sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Ech.lame.1.20150311.M of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	W	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150311	46694	FAV_Echinopora_lamellosa	acropora_and_pocillopora	LC	22.25836	Z11	Z11_mucus	38.95542	dictyota	spawner	3	1	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	942	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	942	7700	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Mucus	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	dead_coral	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26.7	M	20	GCMP	50	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Ech.lame.1.20150311.S	common	common	dictyota__turf__cyanobacteria	941	y	y	n	y	y	y	None	Coral Skeleton	y	5	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150311	12:30	3/11/15 12:30	colonial	50	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150311	200	150	hedgehog coral	1	None	robust	20150311	None	D4	None	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	y	None	10	1	3/11/15	1.83	Not collected	Not collected	measured	Not collected	Not collected	Coral Skeleton from Echinopora lamellosa sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Ech.lame.1.20150311.S of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	W	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150311.S	46694	FAV_Echinopora_lamellosa	acropora_and_pocillopora	LC	22.25836	Z11	Z11_skeleton	38.95542	dictyota	spawner	3	1	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	941	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	941	7700	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Skeleton	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	dead_coral	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26.7	S	20	GCMP	50	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Ech.lame.1.20150311.T	common	common	dictyota__turf__cyanobacteria	940	y	y	n	y	y	y	None	Coral Tissue	y	5	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150311	12:30	3/11/15 12:30	colonial	50	500	Not collected	cm	Not collected	Not collected	E4.17.Ech.lame.1.20150311	200	150	hedgehog coral	1	None	robust	20150311	None	D4	None	None	plocoid	3.4	mm	2.3	mm	Saudi Arabia	y	None	10	1	3/11/15	1.83	Not collected	Not collected	measured	Not collected	Not collected	Coral Tissue from Echinopora lamellosa sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Ech.lame.1.20150311.T of the Global Coral Microbiome Project	None	0	TRUE	Not collected	-135.4445201	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Echinopora	Echinopora lamellosa	lamellosa	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Echinopora_lamellosa	Not collected	15.97	mya	Saudi Arabia	W	laminar	Not collected	Northern	XVII	17	stony corals	Echinopora	Echinopora	Echinopora lamellosa	Echinopora lamellosa	lamellosa	lamellosa	E4.17.Ech.lame.1.20150311.T	46694	FAV_Echinopora_lamellosa	acropora_and_pocillopora	LC	22.25836	Z11	Z11_tissue	38.95542	dictyota	spawner	3	1	stony corals	37.18735618	Indian	Red Sea	Indo-Pacific	261	um	940	n	Not collected	0.291126819	0.143241468	PAR meter pointed upwards near coral	n	940	7700	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	96946483.9	km^2	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Tissue	E4_KAUST_2015	coral reef metagenome	n	Not collected	hermaphrodite	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	-33.18767911	0.694108476	mya	None	dead_coral	attached	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26.7	T	20	GCMP	50	None	Not collected	None	clear	broad	29.3143945	zooxanthellate
10895.E4.17.Gon.sp.1.20150311.M	Not collected	Not collected	turf	915	y	y	n	n	n	y	None	Coral Mucus	y	10	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150311	9:50	3/11/15 9:50	Not collected	10	Not collected	Not collected	Not collected	Not collected	Not collected	E4.17.Gon.sp.1.20150311	25	20	Not collected	1	None	robust	20150311	None	C5	None	None	Not collected	Not collected	Not collected	Not collected	Not collected	Saudi Arabia	n	None	0	1	3/11/15	4.88	Not collected	Not collected	measured	Not collected	Not collected	Coral Mucus from Goniastrea Unknown sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Gon.Unkn.1.20150311.M of the Global Coral Microbiome Project	None	0	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal secretion	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Goniastrea	Goniastrea sp	sp	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Goniastrea_sp	Not collected	Not collected	Not collected	Saudi Arabia	W	Not collected	Not collected	Northern	XVII	17	stony corals	Goniastrea	Goniastrea	Goniastrea sp	Goniastrea sp	sp	sp	E4.17.Gon.sp.1.20150311	242762	FAV_Goniastrea	None	Not collected	22.25836	Z2	Z2_mucus	38.95542	None	Not collected	1	0	stony corals	Not collected	Indian	Red Sea	Indo-Pacific	Not collected	Not collected	915	n	Not collected	0.051245745	0.025222318	PAR meter pointed upwards near coral	n	915	2000	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Mucus	E4_KAUST_2015	coral reef metagenome	n	Not collected	Not collected	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	None	rock	Not collected	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26.1	M	0	GCMP	1	None	Not collected	None	Not collected	Not collected	Not collected	Not collected
10895.E4.17.Gon.sp.1.20150311.S	Not collected	Not collected	turf	914	y	y	n	n	n	y	None	Coral Skeleton	y	10	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150311	9:50	3/11/15 9:50	Not collected	10	Not collected	Not collected	Not collected	Not collected	Not collected	E4.17.Gon.sp.1.20150311	25	20	Not collected	1	None	robust	20150311	None	C5	None	None	Not collected	Not collected	Not collected	Not collected	Not collected	Saudi Arabia	n	None	0	1	3/11/15	4.88	Not collected	Not collected	measured	Not collected	Not collected	Coral Skeleton from Goniastrea Unknown sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Gon.Unkn.1.20150311.S of the Global Coral Microbiome Project	None	0	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Goniastrea	Goniastrea sp	sp	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Goniastrea_sp	Not collected	Not collected	Not collected	Saudi Arabia	W	Not collected	Not collected	Northern	XVII	17	stony corals	Goniastrea	Goniastrea	Goniastrea sp	Goniastrea sp	sp	sp	E4.17.Gon.sp.1.20150311.S	242762	FAV_Goniastrea	None	Not collected	22.25836	Z2	Z2_skeleton	38.95542	None	Not collected	1	0	stony corals	Not collected	Indian	Red Sea	Indo-Pacific	Not collected	Not collected	914	n	Not collected	0.051245745	0.025222318	PAR meter pointed upwards near coral	n	914	2000	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Skeleton	E4_KAUST_2015	coral reef metagenome	n	Not collected	Not collected	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	None	rock	Not collected	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26.1	S	0	GCMP	1	None	Not collected	None	Not collected	Not collected	Not collected	Not collected
10895.E4.17.Gon.sp.1.20150311.T	Not collected	Not collected	turf	913	y	y	n	n	n	y	None	Coral Tissue	y	10	None	Ryan McMinds, Jesse Zaneveld	Al Fahal_20150311	9:50	3/11/15 9:50	Not collected	10	Not collected	Not collected	Not collected	Not collected	Not collected	E4.17.Gon.sp.1.20150311	25	20	Not collected	1	None	robust	20150311	None	C5	None	None	Not collected	Not collected	Not collected	Not collected	Not collected	Saudi Arabia	n	None	0	1	3/11/15	4.88	Not collected	Not collected	measured	Not collected	Not collected	Coral Tissue from Goniastrea Unknown sampled from KAUST House Reefs, Saudi Arabia as sample E4.17.Gon.Unkn.1.20150311.T of the Global Coral Microbiome Project	None	0	TRUE	Not collected	Not collected	0	Host-asssociated	Animal	Animal corpus	marine coral reef biome	animal-associated habitat	organic material	host-associated	E4	Merulinidae	Goniastrea	Goniastrea sp	sp	Indo-Pacific;Indian;Red Sea;Saudi Arabia;W;KAUST House Reefs;Al Fahal	Cnidaria_Anthozoa_Scleractinia_XVII_Goniastrea_sp	Not collected	Not collected	Not collected	Saudi Arabia	W	Not collected	Not collected	Northern	XVII	17	stony corals	Goniastrea	Goniastrea	Goniastrea sp	Goniastrea sp	sp	sp	E4.17.Gon.sp.1.20150311.T	242762	FAV_Goniastrea	None	Not collected	22.25836	Z2	Z2_tissue	38.95542	None	Not collected	1	0	stony corals	Not collected	Indian	Red Sea	Indo-Pacific	Not collected	Not collected	913	n	Not collected	0.051245745	0.025222318	PAR meter pointed upwards near coral	n	913	2000	Voolstra Lab, KAUST, Saudi Arabia	FALSE	Saudi Arabia	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	10895	Not collected	Not collected	Al Fahal	Not collected	Chris Voolstra, Maren Ziegler, Anna Roik, and many others at KAUST	Not collected	coral	Coral Tissue	E4_KAUST_2015	coral reef metagenome	n	Not collected	Not collected	midshelf	KAUST House Reefs	Not collected	Not collected	Not collected	Not collected	Not collected	Not collected	None	rock	Not collected	Not collected	n	Not collected	Not collected	471232	Cnidaria_Anthozoa_Scleractinia_XVII	Cnidaria_Anthozoa	Cnidaria_Anthozoa_Scleractinia_Merulinidae	Cnidaria_Anthozoa_Scleractinia	Cnidaria_Anthozoa_Hexacorallia	26.1	T	0	GCMP	1	None	Not collected	None	Not collected	Not collected	Not collected	Not collected
